id,title,description,CATUTTC,addressPostCode,addressAdminUnitL1,addressAdminUnitL2,addressAdminUnitL3,addressAdminUnitL4,addressPostName,addressPostDistrict,addressPostStreet,addressLocatorDesignator,addressLocatorBuilding,addressLocatorName,unitName,quantity,valueAmount,currencyCode,valuationDate,contractNumber,contractDateSigned,contractUrl,contractStatus,contractPurpose,contractRentalRate,contractCustodianName,contractCustodianId,contractUserName,contractUserId,contractPeriodStartDate,contractPeriodEndDate,contractPeriodMaxExtentDate,contractSchedule,contractValuePeriod,contractValueAmount,contractValueDescription,validityDate
73172-54097,null,"АДМІНІСТРАТИВНЕ",UA80000000000093317,null,Україна,м. Київ,null,null,Київ,"ШЕВЧЕНКІВСЬКИЙ","СТЕЦЕНКА","14 ЛІТ.А",null,null,кв. м.,338.2,16 648 500.00,UAH,2016-09-30,"10/11-П-1",2019-12-18,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","РЕЛІГІЙНА ГРОМАДА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ КИЇВСЬКОГО ПАТРІАРХАТУ ПАРАФІЇ ПЕРШОВЕРХОВНИХ АПОСТОЛІВ ПЕТРА І ПАВЛА У ШЕВЧЕНКІВСЬКОМУ РАЙОНІ М. КИЄВА","25719198",2016-12-19,2022-12-16,null,null,Місяць,0.00,null,2025-04-07
73173-54098,null,"АДМІНІСТРАТИВНЕ",UA80000000000093317,null,Україна,м. Київ,null,null,Київ,"ШЕВЧЕНКІВСЬКИЙ","СТЕЦЕНКА","14 ЛІТ.Б",null,null,кв. м.,68.2,1 165 879.56,UAH,2019-10-31,"10/12-П-1",2019-12-18,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","РЕЛІГІЙНА ГРОМАДА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ КИЇВСЬКОГО ПАТРІАРХАТУ ПАРАФІЇ ПЕРШОВЕРХОВНИХ АПОСТОЛІВ ПЕТРА І ПАВЛА У ШЕВЧЕНКІВСЬКОМУ РАЙОНІ М. КИЄВА","25719198",2016-12-19,2022-12-16,null,null,Місяць,0.00,null,2025-04-07
75622-58569,null,"АДМІНІСТРАТИВНЕ",UA80000000000093317,"04213",Україна,м. Київ,null,null,Київ,"ОБОЛОНСЬКИЙ","ВОЛОДИМИРА ІВАСЮКА ПРОСП. (ГЕРОЇВ СТАЛІНГРАДА ПРОСП.)","65 ЛІТ.А",null,null,кв. м.,1.0,0.00,UAH,null,"Б/Д05049",2009-06-03,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","АНДРОСОВИЧ ВЯЧЕСЛАВ ОЛЕКСІЙОВИЧ","2691618990",2009-06-03,null,null,null,Місяць,192.30,null,2025-04-11
75623-45923,"АДМІНІСТРАТИВНЕ","АДМІНІСТРАТИВНЕ",UA80000000000093317,"02091",Україна,м. Київ,null,null,Київ,"ДАРНИЦЬКИЙ","ХАРКІВСЬКЕ ШОСЕ","164 ЛІТ.А",null,null,кв. м.,9.1,0.00,UAH,null,"Б/Д02105",2018-06-07,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","ФІЗИЧНА ОСОБА  ОХРАМОВИЧ МИХАЙЛО ВІКТОРОВИЧ","09535448",2018-06-07,null,null,null,Місяць,0.01,null,2025-04-03
75625-46019,"ОФІС, СКЛАД","МАГАЗИН ПРОДТОВАРІВ",UA80000000000093317,"04201",Україна,м. Київ,null,null,Київ,"ОБОЛОНСЬКИЙ","ПОЛЯРНА","15 ЛІТ.А",null,null,кв. м.,86.3,1 477 000.00,UAH,2017-10-31,"2628",2018-02-28,null,"Договір закінчився, але заборгованність не погашено",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","ПІДПРИЄМСТВО ОБ'ЄДНАННЯ ГРОМАДЯН (РЕЛІГІЙНОЇ ОРГАНІЗАЦІЇ,ПРОФСПІЛКИ) ""ПРОГРЕС-1"" ВСЕУКРАЇНСЬКОЇ ОРГАНІЗАЦІЇ ІНВАЛІДІВ ""СОЮЗ ОРГАНІЗАЦІЙ ІНВАЛІДІВ УКРАЇНИ""","40125195",2018-02-28,2021-02-26,null,null,Місяць,6 271.65,null,2025-04-08
73312-39755,"АДМІНІСТРАТИВНЕ","АДМІНІСТРАТИВНЕ",UA80000000000093317,"02166",Україна,м. Київ,null,null,Київ,"ДЕСНЯНСЬКИЙ","ОРЕСТА ЛЕВИЦЬКОГО (КУРЧАТОВА АКАДЕМІКА)","22",null,null,кв. м.,319.5,4 888 060.00,UAH,2016-10-31,"2311",2016-12-22,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""КРОК У СВІТЛЕ МАЙБУТНЄ""","40281602",2016-12-22,2019-12-20,null,null,Місяць,4 159.37,null,2025-04-08
77519-46096,"АДМІНІСТРАТИВНЕ","АДМІНІСТРАТИВНЕ",UA80000000000093317,null,Україна,м. Київ,null,null,Київ,"ШЕВЧЕНКІВСЬКИЙ","ЖИЛЯНСЬКА","126/23 ЛІТ.А",null,null,кв. м.,75.4,2 478 900.00,UAH,2018-11-30,"1484-2",2019-02-26,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""УКРАЇНСЬКА СПІЛКА В'ЯЗНІВ-ЖЕРТВ НАЦИЗМУ""","14276510",2019-02-26,2022-02-24,null,null,Місяць,4 356.81,null,2025-04-03
77528-45984,"АДМІНІСТРАТИВНЕ","АДМІНІСТРАТИВНЕ",UA80000000000093317,"04070",Україна,м. Київ,null,null,Київ,"ПОДІЛЬСЬКИЙ","АНДРІЇВСЬКИЙ УЗВІЗ","36 ЛІТ.А",null,null,кв. м.,33.92,1 404 100.00,UAH,2019-01-31,"1954-1",2019-06-20,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","ЧЛЕН НАЦІОНАЛЬНОЇ СПІЛКИ ХУДОЖНИКІВ УКРАЇНИ ВАСІНА ЗІНАЇДА ОЛЕКСАНДРІВНА","1847817545",2019-06-20,2022-06-18,null,null,Місяць,1 198.38,null,2025-04-09
77530-45984,"АДМІНІСТРАТИВНЕ","АДМІНІСТРАТИВНЕ",UA80000000000093317,"04070",Україна,м. Київ,null,null,Київ,"ПОДІЛЬСЬКИЙ","АНДРІЇВСЬКИЙ УЗВІЗ","36 ЛІТ.А",null,null,кв. м.,50.0,2 069 700.00,UAH,2019-01-31,"1933-1",2019-06-20,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","ЧЛЕН НАЦІОНАЛЬНОЇ СПІЛКИ ХУДОЖНИКІВ УКРАЇНИ ПЕТРОВА ОЛЬГА МИКОЛАЇВНА","1538124944",2019-06-20,2022-06-18,null,null,Місяць,1 766.46,null,2025-04-10
77522-45984,"АДМІНІСТРАТИВНЕ","АДМІНІСТРАТИВНЕ",UA80000000000093317,"04070",Україна,м. Київ,null,null,Київ,"ПОДІЛЬСЬКИЙ","АНДРІЇВСЬКИЙ УЗВІЗ","36 ЛІТ.А",null,null,кв. м.,40.9,1 693 000.00,UAH,2019-01-31,"1937-1",2019-06-20,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","КУЧЕРУК ОЛЕНА ВАСИЛІВНА","2346819681",2019-06-20,2022-06-18,null,null,Місяць,1 444.95,null,2025-04-09
77410-26696,"АДМІНІСТРАТИВНЕ","АДМІНІСТРАТИВНЕ",UA80000000000093317,null,Україна,м. Київ,null,null,Київ,"СОЛОМ'ЯНСЬКИЙ","ЛЮБОМИРА ГУЗАРА (КОМАРОВА КОСМОНАВТА)","14-А ЛІТ.А",null,null,кв. м.,182.6,3 478 800.00,UAH,2018-01-31,"2827",2018-07-30,null,"Договір закінчився, але заборгованність не погашено",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВІНСІТ-АРТ""","41894257",2018-07-30,2021-07-28,null,null,Місяць,14 904.63,null,2025-04-08
77414-46092,"АДМІНІСТРАТИВНЕ","АДМІНІСТРАТИВНЕ",UA80000000000093317,"01001",Україна,м. Київ,null,null,Київ,"ШЕВЧЕНКІВСЬКИЙ","ВОЛОДИМИРСЬКА","51-А ЛІТ.А",null,null,кв. м.,222.9,7 770 500.00,UAH,2018-12-31,"581-2",2019-05-31,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","КОМУНАЛЬНЕ ПІДПРИЄМСТВО КИЇВСЬКОЇ МІСЬКОЇ РАДИ ""КИЇВІНФОРМ""","16469058",2019-05-31,2022-05-29,null,null,Місяць,6 698.35,null,2025-04-15
77415-45984,"АДМІНІСТРАТИВНЕ","АДМІНІСТРАТИВНЕ",UA80000000000093317,"04070",Україна,м. Київ,null,null,Київ,"ПОДІЛЬСЬКИЙ","АНДРІЇВСЬКИЙ УЗВІЗ","36 ЛІТ.А",null,null,кв. м.,53.24,2 316 900.00,UAH,2019-01-31,"1939-1",2019-05-31,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","ЧЛЕН НАЦІОНАЛЬНОЇ СПІЛКИ ХУДОЖНИКІВ УКРАЇНИ КАВЕРІН ВІКТОР ОЛЕКСАНДРОВИЧ","1833212157",2019-05-31,2022-05-29,null,null,Місяць,2 218.13,null,2025-04-09
77416-45984,"АДМІНІСТРАТИВНЕ","АДМІНІСТРАТИВНЕ",UA80000000000093317,"04070",Україна,м. Київ,null,null,Київ,"ПОДІЛЬСЬКИЙ","АНДРІЇВСЬКИЙ УЗВІЗ","36 ЛІТ.А",null,null,кв. м.,22.6,983 500.00,UAH,2019-01-31,"1935-1",2019-05-31,null,"Договір закінчився, але заборгованність не погашено",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","ШПЕРГЛЬ АНАТОЛІЙ МЕФОДІЙОВИЧ","1527103359",2019-05-31,2022-05-29,null,null,Місяць,839.40,null,2025-04-04
77417-45984,"АДМІНІСТРАТИВНЕ","АДМІНІСТРАТИВНЕ",UA80000000000093317,"04070",Україна,м. Київ,null,null,Київ,"ПОДІЛЬСЬКИЙ","АНДРІЇВСЬКИЙ УЗВІЗ","36 ЛІТ.А",null,null,кв. м.,37.7,1 640 700.00,UAH,2019-01-31,"1932-1",2019-05-31,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","ЧЛЕН НАЦІОНАЛЬНОЇ СПІЛКИ ХУДОЖНИКІВ УКРАЇНИ ВИШЕСЛАВСЬКИЙ ГЛІБ АНАТОЛІЙОВИЧ","2277103510",2019-05-31,2022-05-29,null,null,Місяць,1 400.32,null,2025-05-06
77419-45984,"АДМІНІСТРАТИВНЕ","АДМІНІСТРАТИВНЕ",UA80000000000093317,"04070",Україна,м. Київ,null,null,Київ,"ПОДІЛЬСЬКИЙ","АНДРІЇВСЬКИЙ УЗВІЗ","36 ЛІТ.А",null,null,кв. м.,22.6,983 500.00,UAH,2019-01-31,"1918-1",2019-05-31,null,"Договір закінчився, але заборгованність не погашено",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","ШПЕРГЛЬ ГАЛИНА ФЕДОРІВНА","1850900081",2019-05-31,2022-05-29,null,null,Місяць,839.40,null,2025-04-28
77421-45984,"АДМІНІСТРАТИВНЕ","АДМІНІСТРАТИВНЕ",UA80000000000093317,"04070",Україна,м. Київ,null,null,Київ,"ПОДІЛЬСЬКИЙ","АНДРІЇВСЬКИЙ УЗВІЗ","36 ЛІТ.А",null,null,кв. м.,34.1,1 411 500.00,UAH,2019-01-31,"1953-1",2019-05-31,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","КРИВОЛАП АНАТОЛІЙ ДМИТРОВИЧ","1705512934",2019-05-31,2022-05-29,null,null,Місяць,1 204.70,null,2025-04-09
77422-45984,"АДМІНІСТРАТИВНЕ","АДМІНІСТРАТИВНЕ",UA80000000000093317,"04070",Україна,м. Київ,null,null,Київ,"ПОДІЛЬСЬКИЙ","АНДРІЇВСЬКИЙ УЗВІЗ","36 ЛІТ.А",null,null,кв. м.,36.85,1 447 400.00,UAH,2019-01-31,"1940-1",2019-05-31,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","ЧЛЕН НАЦІОНАЛЬНОЇ СПІЛКИ ХУДОЖНИКІВ УКРАЇНИ МІЛОВЗОРОВ ОЛЕКСАНДР ПЕТРОВИЧ","1399102795",2019-05-31,2022-05-29,null,null,Місяць,1 235.34,null,2025-05-19
77424-46157,"СКЛАДСЬКЕ ПРИМІЩЕННЯ","СКЛАДСЬКЕ ПРИМІЩЕННЯ",UA80000000000093317,"04211",Україна,м. Київ,null,null,Київ,"ОБОЛОНСЬКИЙ","ОЛЕКСАНДРА АРХИПЕНКА (ЗАЛКИ МАТЕ)","6 ЛІТ.Б",null,null,кв. м.,135.4,1 015 000.00,UAH,2019-03-31,"2995",2019-05-31,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВГА""","39035266",2019-05-31,2022-05-29,null,null,Місяць,3 417.17,null,2025-04-09
83079-46084,"КОМБІНАТ ПОБУТОВОГО ОБСЛУГОВ.","КОМБІНАТ ПОБУТОВОГО ОБСЛУГОВ.",UA80000000000093317,"02222",Україна,м. Київ,null,null,Київ,"ДЕСНЯНСЬКИЙ","ЧЕРВОНОЇ КАЛИНИ (ВОЛОДИМИРА МАЯКОВСЬКОГО)","47 ЛІТ.А",null,null,кв. м.,8.1,93 952.97,UAH,2023-01-31,"2092-2",2023-03-28,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","ПРИВАТНЕ ПІДПРИЄМСТВО ""КОНДИТЕРСЬКИЙ МАГАЗИН""","31571400",2022-02-24,2027-02-23,null,null,Місяць,3 746.42,null,2025-04-03
83091-17030,null,null,UA80000000000093317,null,Україна,м. Київ,null,null,Київ,"ШЕВЧЕНКІВСЬКИЙ","ДЕСЯТИННИЙ ПРОВ.","7-А ЛІТ.А",null,null,кв. м.,330.2,12 048 000.00,UAH,2019-11-30,"616-2",2017-05-29,null,"Договір закінчився, але заборгованність не погашено",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","НАЦІОНАЛЬНИЙ МУЗЕЙ ІСТОРІЇ УКРАЇНИ","02226103",2020-05-28,2020-05-27,null,null,Місяць,10 089.92,null,2025-04-09
83040-46080,"ПОБУТОВІ ПОСЛУГИ","ПОБУТОВІ ПОСЛУГИ",UA80000000000093317,"253166",Україна,м. Київ,null,null,Київ,"ДЕСНЯНСЬКИЙ","ШОЛОМ-АЛЕЙХЕМА","3 ЛІТ.А",null,null,кв. м.,53.6,1 182 120.00,UAH,2022-12-31,"3123-1",2023-03-09,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЗНАХІДКА""","19120586",2022-12-18,2025-12-16,null,null,Місяць,4 737.15,null,2025-04-11
83041-46179,"АДМІНІСТРАТИВНЕ","АДМІНІСТРАТИВНЕ",UA80000000000093317,"02091",Україна,м. Київ,null,null,Київ,"ДАРНИЦЬКИЙ","ХАРКІВСЬКЕ ШОСЕ","144-В ЛІТ.А",null,null,кв. м.,200.4,3 928 418.21,UAH,2021-09-30,"932-3",2023-03-08,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ОЩАДНИЙ БАНК УКРАЇНИ""","00032129",2022-02-27,2027-02-26,null,null,Місяць,76 768.68,null,2025-04-03
83043-57575,null,"ПАЛАЦ РЕЄСТРАЦІЇ",UA80000000000093317,"252146",Україна,м. Київ,null,null,Київ,"СВЯТОШИНСЬКИЙ","ЯКУБА КОЛАСА","6 ЛІТ.А",null,null,кв. м.,28.0,722 540.00,UAH,2022-10-31,"3215-1",2023-03-09,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","ФІЗИЧНА ОСОБА - ПІДПРИЄМЕЦЬ ФУРМАНЕНКО ЛЮДМИЛА РУСЛАНІВНА","3369313500",2023-01-30,2026-01-28,null,null,Місяць,2 442.30,null,2025-04-11
82816-46088,"адміністративне","АДМІНІСТРАТИВНЕ",UA80000000000093317,null,Україна,м. Київ,null,null,Київ,"ШЕВЧЕНКІВСЬКИЙ","ЕСТОНСЬКА","15 ЛІТ.А",null,null,кв. м.,685.0,8 462 139.31,UAH,2022-10-31,"553-4",2022-12-22,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","ЦЕНТРАЛЬНЕ МІЖРЕГІОНАЛЬНЕ УПРАВЛІННЯ МІНІСТЕРСТВА ЮСТИЦІЇ (М.КИЇВ)","43315602",2022-11-26,2025-11-24,null,null,Місяць,36 459.65,null,2025-04-03
82840-58567,null,"АДМІНІСТРАТИВНЕ",UA80000000000093317,"04212",Україна,м. Київ,null,null,Київ,"ОБОЛОНСЬКИЙ","ГЕРОЇВ ПОЛКУ ""АЗОВ"" (МАЛИНОВСЬКОГО МАРШАЛА)","9 ЛІТ.А",null,null,кв. м.,511.4,12 329 854.00,UAH,2021-12-31,"321-3",2022-05-21,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","АКЦІОНЕРНЕ ТОВАРИСТВО ""УКРПОШТА"" КИЇВСЬКА МІСЬКА ДИРЕКЦІЯ АТ ""УКРПОШТА""","21560045",2022-05-21,2025-05-19,null,null,Місяць,72 534.37,null,2025-06-12
82841-46000,"АДМІНІСТРАТИВНЕ","АДМІНІСТРАТИВНЕ",UA80000000000093317,"04210",Україна,м. Київ,null,null,Київ,"ОБОЛОНСЬКИЙ","ВОЛОДИМИРА ІВАСЮКА ПРОСП. (ГЕРОЇВ СТАЛІНГРАДА ПРОСП.)","21/38 ЛІТ.А",null,null,кв. м.,498.0,12 638 742.00,UAH,2021-12-31,"322-3",2022-05-26,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","АКЦІОНЕРНЕ ТОВАРИСТВО ""УКРПОШТА"" КИЇВСЬКА МІСЬКА ДИРЕКЦІЯ АТ ""УКРПОШТА""","21560045",2022-05-26,2025-05-24,null,null,Місяць,71 965.15,null,2025-06-12
82842-46014,"АДМІНІСТРАТИВНЕ","АДМІНІСТРАТИВНЕ",UA80000000000093317,"04205",Україна,м. Київ,null,null,Київ,"ОБОЛОНСЬКИЙ","ОБОЛОНСЬКИЙ ПРОСП.","14 ЛІТ.Б",null,null,кв. м.,430.9,10 935 811.00,UAH,2021-12-31,"326-3",2022-05-26,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","АКЦІОНЕРНЕ ТОВАРИСТВО ""УКРПОШТА"" КИЇВСЬКА МІСЬКА ДИРЕКЦІЯ АТ ""УКРПОШТА""","21560045",2022-05-26,2025-05-24,null,null,Місяць,62 268.66,null,2025-06-12
82851-45906,"АДМІНІСТРАТИВНЕ","АДМІНІСТРАТИВНЕ",UA80000000000093317,"03142",Україна,м. Київ,null,null,Київ,"СВЯТОШИНСЬКИЙ","БУЛЬВАР АКАДЕМІКА ВЕРНАДСЬКОГО","59/2",null,null,кв. м.,248.2,3 402 650.89,UAH,2021-08-31,"3571/1",2022-02-23,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕРКУРІЙ""","30550166",2021-12-16,2026-12-15,null,null,Місяць,61 382.14,null,2025-04-28
70832-45906,"АДМІНІСТРАТИВНЕ","АДМІНІСТРАТИВНЕ",UA80000000000093317,"03142",Україна,м. Київ,null,null,Київ,"СВЯТОШИНСЬКИЙ","БУЛЬВАР АКАДЕМІКА ВЕРНАДСЬКОГО","59/2",null,null,кв. м.,162.5,3 286 460.00,UAH,2015-06-30,"2103",2015-12-15,null,"Договір закінчився, оренда продовжена іншим договором",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕРКУРІЙ""","30550166",2015-12-15,2018-12-13,null,null,Місяць,36 155.28,null,2025-04-07
74960-46080,"ПОБУТОВІ ПОСЛУГИ","ПОБУТОВІ ПОСЛУГИ",UA80000000000093317,"253166",Україна,м. Київ,null,null,Київ,"ДЕСНЯНСЬКИЙ","ШОЛОМ-АЛЕЙХЕМА","3 ЛІТ.А",null,null,кв. м.,55.3,1 040 410.00,UAH,2016-07-31,"2476",2017-07-12,null,"Договір закінчився, але заборгованність не погашено",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ОЛЕКСАНДРІЯ КЕПІТАЛ""","39265954",2017-07-12,2020-07-10,null,null,Місяць,6 505.00,null,2025-04-09
83882-46172,"КУЛЬТУРНИЙ ЦЕНТР (КОЛИШНІЙ ДИТЯЧИЙ САДОК N 492)","КУЛЬТУРНИЙ ЦЕНТР",UA80000000000093317,null,Україна,м. Київ,null,null,Київ,"СОЛОМ'ЯНСЬКИЙ","БОРЩАГІВСЬКА","204-Г ЛІТ.А",null,null,кв. м.,1266.5,26 399 000.00,UAH,2023-02-28,"3819",2023-11-22,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ КУЛЬТУРНИЙ ЦЕНТР ""КИЯНОЧКА"" ТВОРЧА МАЙСТЕРНЯ ЗАКЛАД ОСВІТИ ТА КУЛЬТУРИ","13690221",2023-01-03,2028-01-02,null,null,Місяць,66 975.69,null,2025-04-08
78360-46009,"АДМІНІСТРАТИВНЕ","АДМІНІСТРАТИВНЕ",UA80000000000093317,"04214",Україна,м. Київ,null,null,Київ,"ОБОЛОНСЬКИЙ","ГЕРОЇВ ДНІПРА","53 ЛІТ.А",null,null,кв. м.,38.6,818 000.00,UAH,2019-03-31,"1224-2",2019-09-04,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","ВАСІЛЬЧЕНКО ОЛЕГ ІВАНОВИЧ","3155716578",2019-09-04,2022-09-02,null,null,Місяць,2 065.45,null,2025-04-30
78361-45988,"АДМІНІСТРАТИВНЕ","АДМІНІСТРАТИВНЕ",UA80000000000093317,"04071",Україна,м. Київ,null,null,Київ,"ПОДІЛЬСЬКИЙ","КИРИЛІВСЬКА (ФРУНЗЕ)","4 ЛІТ.А",null,null,кв. м.,43.6,894 480.00,UAH,2018-06-30,"3036",2019-08-13,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","ГРОМАДСЬКА СПІЛКА ""КУЛЬТУРНІ ІНІЦІАТИВИ КИЄВА""","42368737",2019-08-13,2022-08-11,null,null,Місяць,3 236.20,null,2025-04-11
83865-45887,"ПОШТОВЕ ВІДДІЛЕННЯ","ПОШТОВЕ ВІДДІЛЕННЯ",UA80000000000093317,"04114",Україна,м. Київ,null,null,Київ,"ОБОЛОНСЬКИЙ","ВИШГОРОДСЬКА","52 ЛІТ.А",null,null,кв. м.,192.1,4 892 581.00,UAH,2023-03-31,"2106-2",2023-11-22,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","АКЦІОНЕРНЕ ТОВАРИСТВО ""УКРПОШТА""","21560045",2022-03-28,2025-03-26,null,null,Місяць,31 761.89,null,2025-06-12
83868-45876,"УДППЗ ""Укрпошта"", магазин (непродовольчі товари)","АДМІНІСТРАТИВНО-ПОБУТОВЕ",UA80000000000093317,"02068",Україна,м. Київ,null,null,Київ,"ДАРНИЦЬКИЙ","РЕВУЦЬКОГО","16-А ЛІТ.А",null,null,кв. м.,398.9,10 694 473.00,UAH,2023-03-31,"2099-2",2023-11-22,null,"Договір діє",null,null,"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КИЇВЖИТЛОСПЕЦЕКСПЛУАТАЦІЯ""","03366500","АКЦІОНЕРНЕ ТОВАРИСТВО ""УКРПОШТА""","21560045",2022-03-28,2025-03-26,null,null,Місяць,65 936.39,null,2025-06-12
